queue_rank,old_rank,eligible,processed,fund,usable,missing,missing_fields,official_routes,canonical_web_status,expected_recoverable_fields,score_values_per_minute,age_class,established_year,age_evidence_kind,age_evidence,age_blocked_fields,age_penalty,expected_recoverable_fields_old,reason,fund_index,ico,web,high,medium,low,expected_raw_slots,route_quality,penalty_factor,bonus_factor,expected_minutes,proven_hosts,cached_documents,cached_unexploited,slug
142,153,yes,no,"STARTEEPO Invest, investiční fond s proměnným základním kapitálem, a.s.",3,8,investment_horizon;minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,canonical web > Sbírka listin / ORSL,usable,2.3625,0.3635,MATURE,2017,recorded_establishment_date,2017-11-09,,1.0,2.3625,own site plus the register,216,,https://www.starteepo.com,0,5,1,3.1500000000000004,0.75,1.0,1.0,6.5,fe29aa78-9f5c-43d2-ab19-44e9d5bd9081.filesusr.com,27,7,starteepo-invest-investicni-fond-s-promennym-zakladn
143,154,yes,no,"Broker Consulting FKI SICAV, a.s.",3,8,investment_horizon;minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,other official hub > canonical web > Sbírka listin / ORSL,usable,1.2375,0.3536,MATURE,,no_age_evidence,,,1.0,1.2375,proven official route (other official hub); one annual report can answer 4 missing fields; 20 sound cached documents never read,237,,https://monecois.cz/informace-o-fondu-broker-consulting-fki-sicav/,0,0,6,0.9,1.0,1.0,1.375,3.5,monecois.cz,38,20,broker-consulting-fki-sicav-a-s
144,127,yes,no,Patronus třicátý sedmý SICAV a.s.,1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web > Sbírka listin / ORSL,usable,2.277,0.3503,ONE_STUB_PERIOD,2025,recorded_establishment_date,2025-12-04,annual_returns;assets_under_management;aum_history;historical_values,0.6069,3.7519,own site plus the register; exact IČO makes the register usable,324,24085103,https://www.amista.cz/,0,7,1,4.3500000000000005,0.75,1.0,1.15,6.5,,54,0,patronus-tricaty-sedmy-sicav-a-s
145,156,yes,no,"SPM FINANCE investiční fond s proměnným základním kapitálem, a.s.",6,5,investment_horizon;minimum_investment;target_return;fees;news,Sbírka listin / ORSL > canonical web,usable,2.1994,0.3384,MATURE,,no_age_evidence,,,1.0,2.1994,own site plus the register; exact IČO makes the register usable,286,05343038,https://www.spmgroup.cz,0,4,1,2.55,0.75,1.0,1.15,6.5,or.justice.cz,20,3,spm-finance-investicni-fond-s-promennym-zakladnim-ka
146,102,yes,no,CCM SICAV II a.s.,5,6,target_return;assets_under_management;aum_history;annual_returns;historical_values;news,DELTA IS > canonical web > Sbírka listin / ORSL,usable,1.1625,0.3321,ONE_STUB_PERIOD,2025,recorded_establishment_year,2025,annual_returns;assets_under_management;aum_history;historical_values,0.4133,2.8125,proven official route (DELTA IS); one annual report can answer 4 missing fields,185,23595493,https://deltains.cz,0,3,3,2.25,1.0,1.0,1.25,3.5,deltais.cz,2,0,ccm-sicav-ii-a-s
147,157,yes,no,Defence SICAV a.s.,6,5,minimum_investment;target_return;annual_returns;historical_values;news,CODYA > canonical web > Sbírka listin / ORSL,usable,1.155,0.33,MATURE,,no_age_evidence,,,1.0,1.155,proven official route (CODYA); 25 sound cached documents never read,3,,https://www.defencesicav.cz,0,1,3,1.05,1.0,1.0,1.1,3.5,defencesicav.cz;codyainvest.cz,34,25,defence-sicav-a-s
148,158,yes,no,"ATERNUS SICAV, a.s.",7,4,minimum_investment;target_return;annual_returns;news,AVANT > canonical web,usable,1.155,0.33,MATURE,,no_age_evidence,,,1.0,1.155,proven official route (AVANT); 24 sound cached documents never read,301,,https://aternus.cz/cz/,0,1,3,1.0499999999999998,1.0,1.0,1.1,3.5,avantfunds.cz,30,24,aternus-sicav-a-s
149,160,yes,no,"CREAM SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web > Sbírka listin / ORSL,usable,2.07,0.3185,MATURE,,no_age_evidence,,,1.0,2.07,own site plus the register; exact IČO makes the register usable,188,28545320,https://creaminvest.cz,0,4,0,2.4,0.75,1.0,1.15,6.5,,3,3,cream-sicav-a-s
150,118,yes,no,"Partners Innovation Fund SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,2.0531,0.3159,NO_CLOSED_PERIOD,2026,recorded_establishment_date,2026-01-26,annual_returns;assets_under_management;aum_history;historical_values,0.4867,4.2188,own site plus the register; one annual report can answer 5 missing fields,213,,https://www.partnersis.cz/,0,7,2,4.5,0.75,1.0,1.25,6.5,or.justice.cz,44,0,partners-innovation-fund-sicav-a-s
151,119,yes,no,AGNOS Investment Fund SICAV a.s.,2,9,investment_horizon;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,2.0531,0.3159,NO_CLOSED_PERIOD,2026,recorded_establishment_date,2026-01-29,annual_returns;assets_under_management;aum_history;historical_values,0.4867,4.2188,own site plus the register; one annual report can answer 5 missing fields,339,,https://www.tillerfunds.cz/cs/portfolio/agnos-investment-fund-sicav,0,7,2,4.5,0.75,1.0,1.25,6.5,or.justice.cz,34,0,agnos-investment-fund-sicav-a-s
152,161,yes,no,"Nemomax investiční fond s proměnným základním kapitálem, a.s.",10,1,news,AVANT > canonical web > Sbírka listin / ORSL,usable,1.1,0.3143,MATURE,,no_age_evidence,,,1.0,1.1,proven official route (AVANT); 27 sound cached documents never read,8,04622669,https://nemomax.cz,1,0,0,1.0,1.0,1.0,1.1,3.5,avantfunds.cz,37,27,nemomax-investicni-fond-s-promennym-zakladnim-kapita
153,162,yes,no,ZDR Investments Industrial SICAV a.s.,9,2,annual_returns;news,canonical web,usable,0.77,0.308,MATURE,,no_age_evidence,,,1.0,0.77,canonical website only; 17 sound cached documents never read,227,,https://www.zdrinvestments.cz/fund/industrial,1,0,0,1.0,0.7,1.0,1.1,2.5,zdrinvestments.cz;cdn.prod.website-files.com,38,17,zdr-investments-industrial-sicav-a-s
154,163,yes,no,"GLAMOUR Fund SICAV, a.s.",6,5,minimum_investment;target_return;aum_history;annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,1.05,0.3,MATURE,2025,recorded_first_accounting_period+existing_multiyear_series,2024-10-18/2025-12-31,,1.0,1.05,proven official route (AVANT),258,22175938,https://www.avantfunds.cz/informace-o-fondech/,0,1,3,1.05,1.0,1.0,1.0,3.5,avantfunds.cz,35,0,glamour-fund-sicav-a-s
155,165,yes,no,Maloja Investment SICAV a.s.,7,4,investment_horizon;target_return;annual_returns;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,1.05,0.3,MATURE,,no_age_evidence,,,1.0,1.05,proven official route (AMISTA),274,05259797,https://www.malojainvestment.cz/,0,1,3,1.05,1.0,1.0,1.0,3.5,amista.cz;malojainvestment.cz,15,8,maloja-investment-sicav-a-s
156,166,yes,no,"NOVA Real Estate, investiční fond s proměnným základním kapitálem, a.s.",7,4,target_return;aum_history;annual_returns;news,other official hub > canonical web,usable,1.05,0.3,MATURE,,no_age_evidence,,,1.0,1.05,proven official route (other official hub),278,,https://www.redsidefunds.com/cs/fondy/nova-real-estate,0,1,3,1.05,1.0,1.0,1.0,3.5,redside.s3.amazonaws.com;redsidefunds.com,40,9,nova-real-estate-investicni-fond-s-promennym-zakladn
157,164,yes,no,M&Y land SICAV a.s.,7,4,minimum_investment;target_return;annual_returns;news,AVANT > canonical web,usable,1.05,0.3,MATURE,,no_age_evidence,,,1.0,1.05,proven official route (AVANT),268,,https://www.avantfunds.cz/informace-o-fondech/,0,1,3,1.0499999999999998,1.0,1.0,1.0,3.5,avantfunds.cz,40,1,m-y-land-sicav-a-s
158,168,yes,no,"NOVA Green Energy, SICAV, a.s.",8,3,assets_under_management;aum_history;annual_returns,other official hub > canonical web,usable,1.0312,0.2946,MATURE,,no_age_evidence,,,1.0,1.0312,proven official route (other official hub); one annual report can answer 3 missing fields; 15 sound cached documents never read,113,,https://www.redsidefunds.com/,0,1,1,0.75,1.0,1.0,1.375,3.5,redsidefunds.com;redside.s3.amazonaws.com,56,15,nova-green-energy-sicav-a-s
159,169,yes,no,"CORWIN REAL ESTATE FUND SICAV, a.s.",7,4,aum_history;annual_returns;historical_values;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,1.0312,0.2946,MATURE,,no_age_evidence,,,1.0,1.0312,proven official route (AMISTA); one annual report can answer 3 missing fields; only the difficult fields remain,129,17735033,https://www.amista.cz,0,2,2,1.5,1.0,0.55,1.25,3.5,amista.cz,26,0,corwin-real-estate-fund-sicav-a-s
160,170,yes,no,FINEZ SICAV a.s.,5,6,target_return;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,1.0312,0.2946,MATURE,,no_age_evidence,,,1.0,1.0312,proven official route (AVANT); one annual report can answer 4 missing fields; 29 sound cached documents never read,142,,https://www.finez.cz/,0,0,5,0.75,1.0,1.0,1.375,3.5,finez.cz;avantfunds.cz,38,29,finez-sicav-a-s
161,171,yes,no,"BHS REAL ESTATE FUND SICAV, a.s.",6,5,assets_under_management;aum_history;annual_returns;historical_values;news,other official hub > canonical web > Sbírka listin / ORSL,usable,1.0312,0.2946,MATURE,,no_age_evidence,,,1.0,1.0312,proven official route (other official hub); one annual report can answer 4 missing fields; 12 sound cached documents never read,184,05504643,https://www.bhs.cz/fondy/bhs-real-estate-fund,0,0,5,0.75,1.0,1.0,1.375,3.5,bhs.cz;versuteis.cz,34,12,bhs-real-estate-fund-sicav-a-s
162,172,yes,no,"Next Gen Responsibility SICAV, a.s.",4,7,investment_horizon;minimum_investment;target_return;fees;aum_history;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,1.9125,0.2942,ONE_STUB_PERIOD,2025,recorded_first_accounting_period,2024-08-12/2025-06-30,annual_returns;aum_history,1.0,1.9125,own site plus the register,208,,https://www.emun.cz/investicni-fondy/next-gen-responsibility-sicav/,0,4,1,2.55,0.75,1.0,1.0,6.5,or.justice.cz,19,1,next-gen-responsibility-sicav-a-s
163,173,yes,no,CB SICAV a.s.,6,5,assets_under_management;aum_history;annual_returns;historical_values;news,canonical web,usable,0.7219,0.2887,MATURE,,no_age_evidence,,,1.0,0.7219,canonical website only; one annual report can answer 4 missing fields; 21 sound cached documents never read,62,,https://www.cbpropertyinvestors.eu,0,0,5,0.75,0.7,1.0,1.375,2.5,cbpropertyinvestors.eu,35,21,cb-sicav-a-s
164,174,yes,no,"DOMOPLAN SICAV, a.s.",8,3,investment_horizon;target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.99,0.2829,MATURE,,no_age_evidence,,,1.0,0.99,proven official route (AVANT); 20 sound cached documents never read,65,05670047,https://www.domoplan.eu/,0,1,2,0.9,1.0,1.0,1.1,3.5,avantfunds.cz,26,20,domoplan-sicav-a-s
165,175,yes,no,"HPT investiční fond s proměnným základním kapitálem, a.s.",8,3,minimum_investment;target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.99,0.2829,MATURE,,no_age_evidence,,,1.0,0.99,proven official route (AVANT); 10 sound cached documents never read,262,03648630,https://www.hptfond-as.cz/,0,1,2,0.9,1.0,1.0,1.1,3.5,avantfunds.cz;3b11bfda55.clvaw-cdnwnd.com,32,10,hpt-investicni-fond-s-promennym-zakladnim-kapitalem-
166,176,yes,no,LUCROS SICAV a.s.,8,3,target_return;annual_returns;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,0.99,0.2829,MATURE,,no_age_evidence,,,1.0,0.99,proven official route (AMISTA); 11 sound cached documents never read,317,28507428,https://lucros.cz/,0,1,2,0.9,1.0,1.0,1.1,3.5,lucros.cz;amista.cz,17,11,lucros-sicav-a-s
167,177,yes,no,Progresus Fund SICAV a.s.,6,5,administrator;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,1.8281,0.2813,MATURE,,no_age_evidence,,,1.0,1.8281,own site plus the register; one annual report can answer 4 missing fields,285,,https://progresusam.cz,0,3,1,1.9500000000000002,0.75,1.0,1.25,6.5,progresusam.cz;or.justice.cz,14,4,progresus-fund-sicav-a-s
168,131,yes,no,RIVENITY SICAV a.s.,2,9,investment_horizon;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,1.8281,0.2812,NO_CLOSED_PERIOD,2026,recorded_establishment_date,2026-03-05,annual_returns;assets_under_management;aum_history;historical_values,0.52,3.5156,own site plus the register; one annual report can answer 5 missing fields,214,,https://www.klrock.cz,0,6,1,3.75,0.75,1.0,1.25,6.5,or.justice.cz,7,1,rivenity-sicav-a-s
169,179,yes,no,GARTAL Investment fund SICAV a.s.,6,5,target_return;assets_under_management;aum_history;historical_values;news,canonical web > Sbírka listin / ORSL,usable,1.8,0.2769,MATURE,,no_age_evidence,,,1.0,1.8,own site plus the register,106,05479819,https://fond.gartal.cz/,0,4,0,2.4,0.75,1.0,1.0,6.5,fond.gartal.cz,2,0,gartal-investment-fund-sicav-a-s
170,180,yes,no,"Croatia Property Fund SICAV, a.s.",5,6,minimum_investment;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.9375,0.2679,MATURE,,no_age_evidence,,,1.0,0.9375,proven official route (AVANT); one annual report can answer 4 missing fields,190,24420301,https://avantfunds.cz,0,0,5,0.75,1.0,1.0,1.25,3.5,avantfunds.cz,52,0,croatia-property-fund-sicav-a-s
171,181,yes,no,"Trigea nemovitostní fond, SICAV, a.s.",5,6,minimum_investment;assets_under_management;aum_history;annual_returns;historical_values;news,canonical web > Sbírka listin / ORSL,usable,1.7325,0.2665,MATURE,,no_age_evidence,,,1.0,1.7325,own site plus the register; 19 sound cached documents never read,39,,https://trigea.cz,0,3,2,2.1,0.75,1.0,1.1,6.5,trigea.cz,35,19,trigea-nemovitostni-fond-sicav-a-s
172,139,yes,no,"Nexura Multi-Asset SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web > Sbírka listin / ORSL,usable,1.71,0.2631,ONE_STUB_PERIOD,2025,recorded_establishment_date,2025-10-24,annual_returns;assets_under_management;aum_history;historical_values,0.563,3.0375,own site plus the register,279,,https://www.protonis.cz,0,6,3,4.050000000000001,0.75,1.0,1.0,6.5,,23,0,nexura-multi-asset-sicav-a-s
173,184,yes,no,"EQUISOL SICAV, a.s.",8,3,minimum_investment;target_return;news,AVANT > canonical web,usable,0.9,0.2571,MATURE,,no_age_evidence,,,1.0,0.9,proven official route (AVANT),139,,https://www.avantfunds.cz/en/fondy/equisol-sicav-a-s,0,1,2,0.9,1.0,1.0,1.0,3.5,avantfunds.cz,30,3,equisol-sicav-a-s
174,185,yes,no,"ALCA FUND SICAV, a.s.",7,4,minimum_investment;target_return;annual_returns;news,AVANT > canonical web,usable,0.9,0.2571,MATURE,2024,recorded_establishment_date+existing_multiyear_series,2024-05-05,,1.0,0.9,proven official route (AVANT),175,,https://www.tillerfunds.cz/cs/portfolio/alca-fund-sicav,0,1,2,0.9,1.0,1.0,1.0,3.5,avantfunds.cz,39,2,alca-fund-sicav-a-s
175,167,yes,no,"VERNE CAPITAL SICAV, a.s.",6,5,minimum_investment;target_return;aum_history;annual_returns;news,AVANT > canonical web,usable,0.9,0.2571,ONE_STUB_PERIOD,2025,recorded_first_accounting_period,2024-12-18/2025-12-31,annual_returns;aum_history,0.8571,1.05,proven official route (AVANT),291,,https://www.avantfunds.cz/informace-o-fondech/,0,1,3,1.05,1.0,1.0,1.0,3.5,avantfunds.cz,36,0,verne-capital-sicav-a-s
176,187,yes,no,Axelor Fund SICAV a.s.,5,6,target_return;fees;assets_under_management;aum_history;annual_returns;news,canonical web,usable,0.63,0.252,MATURE,,no_age_evidence,,,1.0,0.63,canonical website only,122,,https://axelor.group,0,0,6,0.9,0.7,1.0,1.0,2.5,axelor.group,20,9,axelor-fund-sicav-a-s
177,188,no,yes,"Green Ruby SICAV, a.s.",0,11,investment_horizon;minimum_investment;target_return;fees;assets_under_management;manager;administrator;aum_history;annual_returns;historical_values;news,canonical web,usable,0.63,0.252,NO_CLOSED_PERIOD,2026,recorded_establishment_date,2026-04-20,annual_returns;assets_under_management;aum_history;historical_values,1.0,0.63,canonical website only; batch 01 already ran the only route this fund has,260,,https://magnainvest.cz,0,5,0,3.0,0.7,0.3,1.0,2.5,,17,0,green-ruby-sicav-a-s
178,155,yes,no,Czech Stability Fund SICAV a.s.,1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web > Sbírka listin / ORSL,usable,1.5975,0.2458,TWO_PERIODS,2024,recorded_establishment_date,2024-08-22,annual_returns;aum_history;historical_values,0.71,2.25,own site plus the register,135,,https://czechstabilityfund.cz,0,4,4,3.0,0.75,1.0,1.0,6.5,,0,0,czech-stability-fund-sicav-a-s
179,159,yes,no,Vitreus Investments SICAV a.s.,4,7,minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,other official hub > canonical web > Sbírka listin / ORSL,usable,0.8531,0.2437,TWO_PERIODS,2024,ico_band,IČO 21712093,annual_returns;aum_history;historical_values,0.7583,1.125,proven official route (other official hub); one annual report can answer 4 missing fields,329,21712093,https://nwd.cz/fondy,0,0,6,0.9,1.0,1.0,1.25,3.5,nwd.cz,29,0,vitreus-investments-sicav-a-s
180,189,yes,no,Thein Private Equity SICAV a.s.,5,6,investment_horizon;minimum_investment;target_return;fees;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,1.575,0.2423,MATURE,,no_age_evidence,,,1.0,1.575,own site plus the register,38,,https://thein.eu,0,3,2,2.0999999999999996,0.75,1.0,1.0,6.5,or.justice.cz,0,0,thein-private-equity-sicav-a-s
181,190,yes,no,"DEKINVEST, investiční fond s proměnným základním kapitálem, a.s.",5,6,investment_horizon;minimum_investment;target_return;fees;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,1.575,0.2423,MATURE,,no_age_evidence,,,1.0,1.575,own site plus the register,64,,https://www.dekinvest.cz,0,3,2,2.0999999999999996,0.75,1.0,1.0,6.5,or.justice.cz,6,1,dekinvest-investicni-fond-s-promennym-zakladnim-kapi
182,178,yes,no,JASMINUM SICAV a.s.,7,4,target_return;annual_returns;historical_values;news,canonical web,usable,0.5948,0.2379,ONE_STUB_PERIOD,2025,recorded_first_accounting_period,2025-06-19/2025-12-31,annual_returns;historical_values,0.8583,0.693,canonical website only; 12 sound cached documents never read,334,,https://www.jasminumfund.eu/,0,1,2,0.9,0.7,1.0,1.1,2.5,jasminumfund.eu,27,12,jasminum-sicav-a-s
183,191,yes,no,"BRIXX SICAV, a.s.",9,2,target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.825,0.2357,MATURE,,no_age_evidence,,,1.0,0.825,proven official route (AVANT); 27 sound cached documents never read,60,09963596,https://www.brixx.cz/,0,1,1,0.75,1.0,1.0,1.1,3.5,brixx.cz;avantfunds.cz,40,27,brixx-sicav-a-s
184,192,yes,no,"JTFG FUND I SICAV, a.s.",8,3,minimum_investment;target_return;annual_returns,J&T > canonical web > Sbírka listin / ORSL,usable,0.825,0.2357,ONE_STUB_PERIOD,2025,recorded_establishment_date,2025-07-22,annual_returns,1.0,0.825,proven official route (J&T); 13 sound cached documents never read,147,09903089,https://www.jtis.cz,0,1,1,0.75,1.0,1.0,1.1,3.5,jtis.cz,33,13,jtfg-fund-i-sicav-a-s
185,193,yes,no,"Safety Real, fond SICAV, a.s.",9,2,target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.825,0.2357,MATURE,,no_age_evidence,,,1.0,0.825,proven official route (AVANT); 19 sound cached documents never read,218,24799751,https://www.bdcg.cz/en/safety-real/,0,1,1,0.75,1.0,1.0,1.1,3.5,avantfunds.cz;bdcg.cz,45,19,safety-real-fond-sicav-a-s
186,194,yes,no,"Look AI Ventures SICAV, a.s.",8,3,minimum_investment;target_return;annual_returns,AVANT > canonical web,usable,0.825,0.2357,MATURE,,no_age_evidence,,,1.0,0.825,proven official route (AVANT); 18 sound cached documents never read,267,,https://lookai.vc/,0,1,1,0.75,1.0,1.0,1.1,3.5,avantfunds.cz;lookai.vc,28,18,look-ai-ventures-sicav-a-s
187,196,yes,no,PRIME FUND SICAV a.s.,8,3,target_return;annual_returns;news,canonical web,usable,0.5775,0.231,MATURE,,no_age_evidence,,,1.0,0.5775,canonical website only; 11 sound cached documents never read,156,,https://primefund.cz,0,1,1,0.75,0.7,1.0,1.1,2.5,primefund.cz,17,11,prime-fund-sicav-a-s
188,150,yes,no,Direct FUNDAMENT SICAV a.s.,2,9,investment_horizon;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,1.4344,0.2207,NO_CLOSED_PERIOD,2026,recorded_establishment_date,2026-03-21,annual_returns;assets_under_management;aum_history;historical_values,0.5862,2.4469,own site plus the register; one annual report can answer 5 missing fields; identity conflict on record,191,,https://www.direct.cz/,0,7,1,4.3500000000000005,0.75,0.6,1.25,6.5,or.justice.cz,37,0,direct-fundament-sicav-a-s
189,151,yes,no,Luxent Fund SICAV a.s.,6,5,minimum_investment;assets_under_management;aum_history;annual_returns;historical_values,canonical web,usable,0.5486,0.2194,ONE_STUB_PERIOD,2025,recorded_establishment_date,2025-02-03,annual_returns;assets_under_management;aum_history;historical_values,0.5938,0.924,canonical website only; 21 sound cached documents never read,77,,https://luxentfund.cz,0,1,4,1.2,0.7,1.0,1.1,2.5,luxentfund.cz,28,21,luxent-fund-sicav-a-s
190,198,yes,no,"1. fond reverzních hypoték SICAV, a.s.",9,2,target_return;news,CODYA > canonical web > Sbírka listin / ORSL,usable,0.75,0.2143,MATURE,,no_age_evidence,,,1.0,0.75,proven official route (CODYA),49,09446061,https://fondreverznichhypotek.cz,0,1,1,0.75,1.0,1.0,1.0,3.5,fondreverznichhypotek.cz;codyainvest.cz,20,8,1-fond-reverznich-hypotek-sicav-a-s
191,199,yes,no,Albatris Special Opportunity Fund SICAV a.s.,8,3,investment_horizon;target_return;news,CODYA > canonical web > Sbírka listin / ORSL,usable,0.75,0.2143,MATURE,,no_age_evidence,,,1.0,0.75,proven official route (CODYA),92,,https://www.albatrisfond.cz,0,1,1,0.75,1.0,1.0,1.0,3.5,codyainvest.cz,4,0,albatris-special-opportunity-fund-sicav-a-s
192,200,yes,no,"MW Investiční fond SICAV, a.s.",7,4,minimum_investment;target_return;annual_returns;news,CODYA > canonical web > Sbírka listin / ORSL,usable,0.75,0.2143,MATURE,,no_age_evidence,,,1.0,0.75,proven official route (CODYA),111,08280509,https://www.mwinvest.cz/,0,1,1,0.75,1.0,1.0,1.0,3.5,codyainvest.cz,2,0,mw-investicni-fond-sicav-a-s
193,201,yes,no,"Energy Transition Solutions SICAV, a.s.",6,5,minimum_investment;target_return;annual_returns;historical_values;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.75,0.2143,MATURE,,no_age_evidence,,,1.0,0.75,proven official route (AVANT),140,14423880,https://etssicav.com,0,0,5,0.75,1.0,1.0,1.0,3.5,avantfunds.cz,9,4,energy-transition-solutions-sicav-a-s
194,202,yes,no,City Logistic Property Fund SICAV a.s.,9,2,target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.75,0.2143,MATURE,,no_age_evidence,,,1.0,0.75,proven official route (AVANT),244,09400117,https://www.avantfunds.cz/informace-o-fondech/,0,1,1,0.75,1.0,1.0,1.0,3.5,avantfunds.cz,39,3,city-logistic-property-fund-sicav-a-s
195,203,yes,no,"Czech Investment Fund SICAV, a.s.",9,2,target_return;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.75,0.2143,MATURE,,no_age_evidence,,,1.0,0.75,proven official route (AVANT),245,02789027,https://www.avantfunds.cz/informace-o-fondech/,0,1,1,0.75,1.0,1.0,1.0,3.5,avantfunds.cz,35,1,czech-investment-fund-sicav-a-s
196,205,yes,no,"Český fond lesů SICAV, a.s.",6,5,investment_horizon;target_return;aum_history;historical_values;news,canonical web > Sbírka listin / ORSL,usable,1.35,0.2077,MATURE,,no_age_evidence,,,1.0,1.35,own site plus the register,90,,https://www.fondlesu.cz,0,3,0,1.7999999999999998,0.75,1.0,1.0,6.5,,24,2,cesky-fond-lesu-sicav-a-s
197,207,yes,no,"LOAN MANAGEMENT investiční fond, a.s.",6,5,investment_horizon;target_return;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,1.35,0.2077,MATURE,,no_age_evidence,,,1.0,1.35,own site plus the register,316,04939361,https://loanmanagement.cz/,0,3,0,1.7999999999999998,0.75,1.0,1.0,6.5,loanmanagement.cz;or.justice.cz,36,2,loan-management-investicni-fond-a-s
198,182,yes,no,G Futura SICAV a.s.,4,7,investment_horizon;minimum_investment;target_return;fees;aum_history;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,1.35,0.2077,TWO_PERIODS,2024,recorded_establishment_date,2024-07-15,annual_returns;aum_history,0.8,1.6875,own site plus the register,257,,https://encoram.com/,0,3,3,2.2499999999999996,0.75,1.0,1.0,6.5,or.justice.cz,2,0,g-futura-sicav-a-s
199,195,yes,no,"Zephyr Investments SICAV, a.s.",6,5,minimum_investment;target_return;aum_history;annual_returns;news,AVANT > TILLER/Winstor > canonical web > Sbírka listin / ORSL,usable,0.9,0.2,ONE_STUB_PERIOD,2025,recorded_first_accounting_period,2024-12-27/2025-12-31,annual_returns;aum_history,0.8571,1.05,proven official route (AVANT),297,22405399,https://www.tillerfunds.cz/cs/portfolio/zephyr-investments-sicav,0,1,3,1.05,1.0,1.0,1.0,4.5,avantfunds.cz;tillerfunds.cz,39,0,zephyr-investments-sicav-a-s
200,208,yes,no,"Protos, uzavřený investiční fond, a.s.",6,5,investment_horizon;minimum_investment;target_return;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,1.2937,0.199,MATURE,,no_age_evidence,,,1.0,1.2937,own site plus the register; exact IČO makes the register usable,114,27919871,https://www.amundi-kb.cz,0,2,2,1.4999999999999998,0.75,1.0,1.15,6.5,or.justice.cz,32,0,protos-uzavreny-investicni-fond-a-s
201,183,yes,no,"Progresiv development investiční fond s proměnným základním kapitálem, a.s.",5,6,minimum_investment;target_return;fees;aum_history;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,1.2937,0.199,TWO_PERIODS,2024,recorded_first_accounting_period,2024-07-31/2024-12-31,annual_returns;aum_history,0.7692,1.6819,own site plus the register; exact IČO makes the register usable,159,21871728,https://www.progresus.cz,0,3,1,1.9499999999999997,0.75,1.0,1.15,6.5,or.justice.cz;akro.cz,48,0,progresiv-development-investicni-fond-s-promennym-za
202,209,yes,no,VIGO PUBLIC SICAV a.s.,6,5,assets_under_management;aum_history;annual_returns;historical_values;news,Sbírka listin / ORSL > canonical web,usable,1.2656,0.1947,MATURE,,no_age_evidence,,,1.0,1.2656,own site plus the register; one annual report can answer 4 missing fields,292,,https://www.directinvestments.cz/fondy,0,2,1,1.35,0.75,1.0,1.25,6.5,cdn.direct.cz;directinvestments.cz;or.justice.cz,16,0,vigo-public-sicav-a-s
203,110,yes,no,"FONDEFI SICAV, a.s.",4,7,investment_horizon;fees;assets_under_management;aum_history;annual_returns;historical_values;news,canonical web,usable,0.4851,0.194,ONE_STUB_PERIOD,2025,recorded_establishment_date,2025-11-12,annual_returns;assets_under_management;aum_history;historical_values,0.2625,1.848,canonical website only; 11 sound cached documents never read,195,,https://fondefi.cz,0,3,4,2.4,0.7,1.0,1.1,2.5,fondefi.cz,20,11,fondefi-sicav-a-s
